_source_file,date,program,exercise,set_no,weight_kg,reps,time_sec,iso_load,volume,notes
01_09_25 Upper A.txt,01_09_25,Upper A,Barbell Bench Press,1.0,,66.0,,,,f
01_09_25 Upper A.txt,01_09_25,Upper A,Barbell Bench Press,2.0,66.0,3.0,,,198.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Barbell Bent Over Rows,1.0,56.0,6.0,,,336.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Barbell Bent Over Rows,2.0,56.0,4.0,,,224.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Weighted Pull-Ups,1.0,,4.0,,,,f
01_09_25 Upper A.txt,01_09_25,Upper A,Weighted Pull-Ups,2.0,,3.0,,,,f ; (Neutral Grip)
01_09_25 Upper A.txt,01_09_25,Upper A,Lat Pulldown,1.0,60.0,5.0,,,300.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Lat Pulldown,2.0,,60.0,,,,f
01_09_25 Upper A.txt,01_09_25,Upper A,Incline Dumbbell Press,1.0,20.0,11.0,,,220.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Incline Dumbbell Press,2.0,20.0,7.0,,,140.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Dumbbell Lateral Raises,1.0,10.0,7.0,,,70.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Dumbbell Lateral Raises,2.0,,10.0,,,,f
01_09_25 Upper A.txt,01_09_25,Upper A,Barbell Bicep Curls,1.0,30.0,9.0,,,270.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Barbell Bicep Curls,2.0,30.0,6.0,,,180.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Overhead Cable Tricep Extension,1.0,17.0,6.0,,,102.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Overhead Cable Tricep Extension,2.0,17.0,4.0,,,68.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Reverse Pec Deck,1.0,40.0,7.0,,,280.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Reverse Pec Deck,2.0,40.0,6.0,,,240.0,f
01_09_25 Upper A.txt,01_09_25,Upper A,Hanging Knee Raises,1.0,,8.0,,,,grip f
01_09_25 Upper A.txt,01_09_25,Upper A,Hanging Knee Raises,2.0,,9.0,,,,grip
02_08_25 Upper C.txt,02_08_25,Upper C,Deadlifts,1.0,100.0,4.0,,,400.0,"grip giving out every rep, rest paused every rep"
02_08_25 Upper C.txt,02_08_25,Upper C,Deadlifts,2.0,90.0,3.0,,,270.0,failure ; (without bar weight 10kg)
02_08_25 Upper C.txt,02_08_25,Upper C,Seated Barbell Press,1.0,28.0,9.0,,,252.0,f
02_08_25 Upper C.txt,02_08_25,Upper C,Seated Barbell Press,2.0,30.0,7.0,,,210.0,f
02_08_25 Upper C.txt,02_08_25,Upper C,Lat Pulldown,1.0,50.0,7.0,,,350.0,f
02_08_25 Upper C.txt,02_08_25,Upper C,Lat Pulldown,2.0,,50.0,,,,f
02_08_25 Upper C.txt,02_08_25,Upper C,Dumbbell Lateral Raises,1.0,7.5,15.0,,,112.5,f
02_08_25 Upper C.txt,02_08_25,Upper C,Dumbbell Lateral Raises,2.0,,10.0,,,,f
02_08_25 Upper C.txt,02_08_25,Upper C,Reverse Pec Deck,1.0,35.0,11.0,,,385.0,f
02_08_25 Upper C.txt,02_08_25,Upper C,Reverse Pec Deck,2.0,35.0,10.0,,,350.0,f ; (without bar weight)
02_08_25 Upper C.txt,02_08_25,Upper C,Barbell Bicep Curls,1.0,10.0,8.0,,,80.0,f
02_08_25 Upper C.txt,02_08_25,Upper C,Barbell Bicep Curls,2.0,20.0,7.0,,,140.0,f
02_08_25 Upper C.txt,02_08_25,Upper C,Weighted Triceps Dips,1.0,,7.0,,,,f
02_08_25 Upper C.txt,02_08_25,Upper C,Weighted Triceps Dips,2.0,,6.0,,,,f
02_09_25 Lower B.txt,02_09_25,Lower B,Barbell Back Squats,1.0,74.0,4.0,,,296.0,"belt, f"
02_09_25 Lower B.txt,02_09_25,Lower B,Barbell Back Squats,2.0,74.0,2.0,,,148.0,"belt, f"
02_09_25 Lower B.txt,02_09_25,Lower B,Barbell Back Squats,3.0,64.0,4.0,,,256.0,"no belt, no rest, f ; (form is off)"
02_09_25 Lower B.txt,02_09_25,Lower B,Dumbbell RDLs,1.0,20.0,12.0,,,240.0,"f, used straps"
02_09_25 Lower B.txt,02_09_25,Lower B,Dumbbell RDLs,2.0,20.0,9.0,,,180.0,"f, used straps ; (Wide feet)"
02_09_25 Lower B.txt,02_09_25,Lower B,Leg Press,1.0,150.0,8.0,,,1200.0,f
02_09_25 Lower B.txt,02_09_25,Lower B,Leg Press,2.0,150.0,5.0,,,750.0,f
02_09_25 Lower B.txt,02_09_25,Lower B,Lying Hamstring Curls,1.0,20.0,8.0,,,160.0,f
02_09_25 Lower B.txt,02_09_25,Lower B,Lying Hamstring Curls,2.0,20.0,6.0,,,120.0,f
02_09_25 Lower B.txt,02_09_25,Lower B,Seated Calf Raises,1.0,15.0,12.0,,,180.0,f
02_09_25 Lower B.txt,02_09_25,Lower B,Seated Calf Raises,2.0,15.0,9.0,,,135.0,f
02_09_25 Lower B.txt,02_09_25,Lower B,Cable Tricep Kickbacks,1.0,6.0,7.0,,,42.0,f
02_09_25 Lower B.txt,02_09_25,Lower B,Cable Tricep Kickbacks,2.0,6.0,5.0,,,30.0,f
02_09_25 Lower B.txt,02_09_25,Lower B,Dumbbell Hammer Curls,1.0,15.0,7.0,,,105.0,f
02_09_25 Lower B.txt,02_09_25,Lower B,Dumbbell Hammer Curls,2.0,15.0,6.0,,,90.0,f
02_09_25 Lower B.txt,02_09_25,Lower B,Plank,1.0,15.0,,65.0,975.0,,
02_09_25 Lower B.txt,02_09_25,Lower B,Plank,2.0,15.0,,52.0,780.0,,
03-11-25 Upper A.txt,2025-11-03,Upper A,Barbell Bench Press,1.0,66.0,6.0,,,396.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Barbell Bench Press,2.0,66.0,5.0,,,330.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Weighted Pull-Ups,1.0,5.0,5.0,,,25.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Weighted Pull-Ups,2.0,5.0,3.0,,,15.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Barbell Overhead Press,1.0,40.0,6.0,,,240.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Barbell Overhead Press,2.0,40.0,4.0,,,160.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Barbell Bent Over Rows,1.0,60.0,8.0,,,480.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Barbell Bent Over Rows,2.0,60.0,6.0,,,360.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Incline DB Lateral Raises,1.0,7.5,11.0,,,82.5,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Incline DB Lateral Raises,2.0,7.5,10.0,,,75.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,1-Arm Reverse Pec Deck,1.0,30.0,7.0,,,210.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,1-Arm Reverse Pec Deck,2.0,30.0,5.0,,,150.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,1-Arm Reverse Pec Deck,1.0,,,,,,Sec
03-11-25 Upper A.txt,2025-11-03,Upper A,1-Arm Reverse Pec Deck,2.0,,,,,,Sec ; (V - Bar)
03-11-25 Upper A.txt,2025-11-03,Upper A,Overhead Cable Tricep Extension,1.0,20.0,7.0,,,140.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Overhead Cable Tricep Extension,2.0,20.0,5.0,,,100.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Cable Bicep Curls,1.0,30.0,6.0,,,180.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Cable Bicep Curls,2.0,30.0,4.0,,,120.0,f ; (Barbell)
03-11-25 Upper A.txt,2025-11-03,Upper A,Front Wrist Curls,1.0,15.0,12.0,,,180.0,f
03-11-25 Upper A.txt,2025-11-03,Upper A,Front Wrist Curls,2.0,15.0,9.0,,,135.0,f
03_09_25 Upper C.txt,03_09_25,Upper C,Seated Cable Rows,1.0,45.0,8.0,,,360.0,f
03_09_25 Upper C.txt,03_09_25,Upper C,Seated Cable Rows,2.0,45.0,5.0,,,225.0,f ; (Wide grip)
03_09_25 Upper C.txt,03_09_25,Upper C,Lat Pulldown,1.0,55.0,7.0,,,385.0,"f, with strap"
03_09_25 Upper C.txt,03_09_25,Upper C,Lat Pulldown,2.0,55.0,4.0,,,220.0,"f, without strap"
03_09_25 Upper C.txt,03_09_25,Upper C,Barbell Overhead Press,1.0,34.0,6.0,,,204.0,f
03_09_25 Upper C.txt,03_09_25,Upper C,Barbell Overhead Press,2.0,34.0,3.0,,,102.0,f
03_09_25 Upper C.txt,03_09_25,Upper C,Incline Smith Bench Press,1.0,50.0,3.0,,,150.0,f
03_09_25 Upper C.txt,03_09_25,Upper C,Incline Smith Bench Press,2.0,45.0,4.0,,,180.0,f ; (Switch to normal don't like this)
03_09_25 Upper C.txt,03_09_25,Upper C,Seated Dumbbell Reverse Fly,1.0,5.0,15.0,,,75.0,
03_09_25 Upper C.txt,03_09_25,Upper C,Seated Dumbbell Reverse Fly,2.0,5.0,14.0,,,70.0,
03_09_25 Upper C.txt,03_09_25,Upper C,Dumbbell Lateral Raises,1.0,10.0,8.0,,,80.0,f
03_09_25 Upper C.txt,03_09_25,Upper C,Dumbbell Lateral Raises,2.0,10.0,6.0,,,60.0,f ; (form not perfect)
03_09_25 Upper C.txt,03_09_25,Upper C,Dumbbell Preacher Curls,1.0,17.0,8.0,,,136.0,f
03_09_25 Upper C.txt,03_09_25,Upper C,Dumbbell Preacher Curls,2.0,17.0,4.0,,,68.0,f
03_09_25 Upper C.txt,03_09_25,Upper C,Weighted Triceps Dips,1.0,5.0,4.0,,,20.0,f
03_09_25 Upper C.txt,03_09_25,Upper C,Weighted Triceps Dips,2.0,5.0,4.0,,,20.0,"f, after 2 min rest ; (last time done 6 reps)"
03_09_25 Upper C.txt,03_09_25,Upper C,Decline Crunches,1.0,,13.0,,,,f
03_09_25 Upper C.txt,03_09_25,Upper C,Decline Crunches,2.0,,6.0,,,,f
03_09_25 Upper C.txt,03_09_25,Upper C,Push-Ups,1.0,,8.0,,,,f
03_09_25 Upper C.txt,03_09_25,Upper C,Push-Ups,2.0,,8.0,,,,f
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Cable Hammer Curls,1.0,30.0,6.0,,,180.0,f
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Cable Hammer Curls,2.0,30.0,4.0,,,120.0,f
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Lying Hamstring Curls,1.0,25.0,6.0,,,150.0,f
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Lying Hamstring Curls,2.0,25.0,5.0,,,125.0,f
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Seated Calf Raises,1.0,20.0,10.0,,,200.0,f
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Seated Calf Raises,2.0,20.0,8.0,,,160.0,f
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Barbell Back Squats,1.0,76.0,5.0,,,380.0,"f, with belt"
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Barbell Back Squats,2.0,76.0,3.0,,,228.0,"f, with belt"
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Barbell RDLs,1.0,60.0,8.0,,,480.0,"f, with straps and without belt, good mmc"
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Barbell RDLs,2.0,60.0,8.0,,,480.0,"f, same as before ; (Wide feet)"
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Leg Press,1.0,150.0,8.0,,,1200.0,f
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Leg Press,2.0,150.0,6.0,,,900.0,f
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Plank,1.0,,,60.0,,,
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Plank,2.0,,,,,,(skipped)
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Hanging Knee Raises,1.0,,6.0,,,,"f, knee to chest"
04-11-25 Lower  B.txt,2025-11-04,Lower  B,Hanging Knee Raises,2.0,,,,,,(skipped)
05_08_25 Upper A.txt,05_08_25,Upper A,Barbell Bench Press,1.0,60.0,8.0,,,480.0,f
05_08_25 Upper A.txt,05_08_25,Upper A,Barbell Bench Press,2.0,62.0,4.0,,,248.0,f
05_08_25 Upper A.txt,05_08_25,Upper A,Weighted Pull-Ups,1.0,,5.0,,,,f
05_08_25 Upper A.txt,05_08_25,Upper A,Weighted Pull-Ups,2.0,,3.0,,,,f ; (1 rep reduced from last week)
05_08_25 Upper A.txt,05_08_25,Upper A,Barbell Bent Over Rows,1.0,50.0,8.0,,,400.0,f
05_08_25 Upper A.txt,05_08_25,Upper A,Barbell Bent Over Rows,2.0,50.0,6.0,,,300.0,f
05_08_25 Upper A.txt,05_08_25,Upper A,Incline Dumbbell Press,1.0,20.0,11.0,,,220.0,f
05_08_25 Upper A.txt,05_08_25,Upper A,Incline Dumbbell Press,2.0,20.0,12.0,,,240.0,"f, last 2 spoted"
05_08_25 Upper A.txt,05_08_25,Upper A,Dumbbell Lateral Raises,1.0,10.0,10.0,,,100.0,f
05_08_25 Upper A.txt,05_08_25,Upper A,Dumbbell Lateral Raises,2.0,,10.0,,,,f
05_08_25 Upper A.txt,05_08_25,Upper A,Seated Cable Rows,1.0,40.0,9.0,,,360.0,f
05_08_25 Upper A.txt,05_08_25,Upper A,Seated Cable Rows,2.0,40.0,10.0,,,400.0,"f, 2 rest pause"
05_08_25 Upper A.txt,05_08_25,Upper A,Overhead Cable Tricep Extension,1.0,15.0,7.0,,,105.0,f
05_08_25 Upper A.txt,05_08_25,Upper A,Overhead Cable Tricep Extension,2.0,15.0,6.0,,,90.0,f
05_08_25 Upper A.txt,05_08_25,Upper A,Face Pulls,1.0,15.0,15.0,,,225.0,
05_08_25 Upper A.txt,05_08_25,Upper A,Face Pulls,2.0,20.0,9.0,,,180.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Barbell Bench Press,1.0,64.0,6.0,,,384.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Barbell Bench Press,2.0,64.0,4.0,,,256.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Barbell Bench Press,3.0,50.0,6.0,,,300.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Weighted Pull-Ups,1.0,,4.0,,,,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Weighted Pull-Ups,2.0,,3.0,,,,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Weighted Pull-Ups,3.0,,3.0,,,,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Weighted Pull-Ups,4.0,,2.0,,,,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Barbell Bent Over Rows,1.0,60.0,7.0,,,420.0,"f, with straps"
06-10-25 Upper A.txt,2025-10-06,Upper A,Barbell Bent Over Rows,2.0,60.0,5.0,,,300.0,"f, with straps"
06-10-25 Upper A.txt,2025-10-06,Upper A,Barbell Overhead Press,1.0,40.0,4.0,,,160.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Barbell Overhead Press,2.0,40.0,5.0,,,200.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Incline Dumbbell Press,1.0,20.0,7.0,,,140.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Incline Dumbbell Press,2.0,20.0,5.0,,,100.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Incline DB Lateral Raises,1.0,7.5,11.0,,,82.5,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Incline DB Lateral Raises,2.0,7.5,10.0,,,75.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Incline DB Lateral Raises,3.0,7.5,10.0,,,75.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,1-Arm Reverse Pec Deck,1.0,25.0,7.0,,,175.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,1-Arm Reverse Pec Deck,2.0,25.0,4.0,,,100.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,1-Arm Reverse Pec Deck,3.0,20.0,7.0,,,140.0,f ; (V - Bar)
06-10-25 Upper A.txt,2025-10-06,Upper A,Overhead Cable Tricep Extension,1.0,15.0,5.0,,,75.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Overhead Cable Tricep Extension,2.0,15.0,8.0,,,120.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Overhead Cable Tricep Extension,3.0,15.0,5.0,,,75.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Cable Bicep Curls,1.0,25.0,8.0,,,200.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Cable Bicep Curls,2.0,25.0,6.0,,,150.0,f
06-10-25 Upper A.txt,2025-10-06,Upper A,Cable Bicep Curls,3.0,,25.0,,,,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Barbell Overhead Press,1.0,40.0,7.0,,,280.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Barbell Overhead Press,2.0,40.0,5.0,,,200.0,f ; (Wide grip)
06-11-25 Upper C.txt,2025-11-06,Upper C,Lat Pulldown,1.0,65.0,5.0,,,325.0,"f, without straps"
06-11-25 Upper C.txt,2025-11-06,Upper C,Lat Pulldown,2.0,65.0,3.0,,,195.0,"f, with straps"
06-11-25 Upper C.txt,2025-11-06,Upper C,Incline Barbell Bench Press,1.0,58.0,4.0,,,232.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Incline Barbell Bench Press,2.0,58.0,3.0,,,174.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Seated Cable Rows,1.0,55.0,4.0,,,220.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Seated Cable Rows,2.0,50.0,4.0,,,200.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Weighted Chin-Ups,1.0,,3.0,,,,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Weighted Chin-Ups,2.0,,3.0,,,,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Cable Lateral Raises,1.0,10.0,7.0,,,70.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Cable Lateral Raises,2.0,10.0,5.0,,,50.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Face Pulls,1.0,25.0,6.0,,,150.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Face Pulls,2.0,25.0,4.0,,,100.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Weighted Triceps Dips,1.0,6.0,5.0,,,30.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Weighted Triceps Dips,2.0,6.0,4.0,,,24.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Dumbbell Preacher Curls,1.0,22.5,6.0,,,135.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Dumbbell Preacher Curls,2.0,22.5,4.0,,,90.0,f ; (Barbell)
06-11-25 Upper C.txt,2025-11-06,Upper C,Front Wrist Curls,1.0,15.0,14.0,,,210.0,f
06-11-25 Upper C.txt,2025-11-06,Upper C,Front Wrist Curls,2.0,15.0,10.0,,,150.0,f
06_08_25 Lower  B.txt,06_08_25,Lower  B,Barbell Back Squats,1.0,66.0,7.0,,,462.0,ctf
06_08_25 Lower  B.txt,06_08_25,Lower  B,Barbell Back Squats,2.0,68.0,4.0,,,272.0,f
06_08_25 Lower  B.txt,06_08_25,Lower  B,Dumbbell RDLs,1.0,17.5,13.0,,,227.5,ctf
06_08_25 Lower  B.txt,06_08_25,Lower  B,Dumbbell RDLs,2.0,17.5,10.0,,,175.0,f
06_08_25 Lower  B.txt,06_08_25,Lower  B,Dumbbell Preacher Curls,1.0,,17.0,,,,f
06_08_25 Lower  B.txt,06_08_25,Lower  B,Dumbbell Preacher Curls,2.0,,17.0,,,,f ; (without bar weight)
06_08_25 Lower  B.txt,06_08_25,Lower  B,EZ Bar Skull Crushers,1.0,20.0,10.0,,,200.0,ctf
06_08_25 Lower  B.txt,06_08_25,Lower  B,EZ Bar Skull Crushers,2.0,20.0,12.0,,,240.0,f ; (skipped machine fault) ; (leg extension machine fault)
06_08_25 Lower  B.txt,06_08_25,Lower  B,Lunges,1.0,10.0,10.0,,,100.0,
06_08_25 Lower  B.txt,06_08_25,Lower  B,Lunges,2.0,10.0,15.0,,,150.0,ctf
06_08_25 Lower  B.txt,06_08_25,Lower  B,Seated Calf Raises,1.0,15.0,15.0,,,225.0,ctf
06_08_25 Lower  B.txt,06_08_25,Lower  B,Seated Calf Raises,2.0,15.0,13.0,,,195.0,f
06_08_25 Lower  B.txt,06_08_25,Lower  B,Plank,1.0,10.0,,60.0,600.0,,ctf
06_08_25 Lower  B.txt,06_08_25,Lower  B,Plank,2.0,10.0,,40.0,400.0,,f
06_08_25 Lower  B.txt,06_08_25,Lower  B,L-Sit,1.0,,25.0,,,,
06_08_25 Lower  B.txt,06_08_25,Lower  B,L-Sit,2.0,,,25.0,,,
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Barbell Back Squats,1.0,72.0,5.0,,,360.0,"ctf, with belt"
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Barbell Back Squats,2.0,72.0,5.0,,,360.0,"f, with belt ; (Reps drop from 7 reps)"
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Barbell RDLs,1.0,50.0,12.0,,,600.0,"f, with straps"
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Barbell RDLs,2.0,50.0,10.0,,,500.0,"f, with straps"
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Weighted Pull-Ups,1.0,,5.0,,,,f
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Weighted Pull-Ups,2.0,,4.0,,,,f ; (Wide feet)
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Leg Press,1.0,,,,,,Kg ×  Reps
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Leg Press,2.0,,,,,,Kg ×  Reps
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Lying Hamstring Curls,1.0,,,,,,f
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Lying Hamstring Curls,2.0,,,,,,f
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Seated Calf Raises,1.0,,,,,,f
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Seated Calf Raises,2.0,,,,,,f
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Plank,1.0,,,,,,f
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Plank,2.0,,,,,,f
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Elbow-Supported Leg Raises,1.0,,,,,,f
07-10-25 Lower  B.txt,2025-10-07,Lower  B,Elbow-Supported Leg Raises,2.0,,,,,,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Deadlifts,1.0,120.0,3.0,,,360.0,"f, with straps & belt"
07-11-25 Lower D.txt,2025-11-07,Lower D,Deadlifts,2.0,120.0,2.0,,,240.0,"f, with straps & belt"
07-11-25 Lower D.txt,2025-11-07,Lower D,Leg Extension,1.0,30.0,8.0,,,240.0,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Leg Extension,2.0,30.0,7.0,,,210.0,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Bulgarian Split Squats,1.0,40.0,5.0,,,200.0,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Bulgarian Split Squats,2.0,40.0,4.0,,,160.0,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Cable Tricep Pushdowns,1.0,20.0,8.0,,,160.0,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Cable Tricep Pushdowns,2.0,20.0,6.0,,,120.0,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Shrugs,1.0,25.0,9.0,,,225.0,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Shrugs,2.0,25.0,7.0,,,175.0,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Seated Calf Raises,1.0,20.0,11.0,,,220.0,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Seated Calf Raises,2.0,20.0,10.0,,,200.0,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Side Plank,1.0,,,60.0,,,f
07-11-25 Lower D.txt,2025-11-07,Lower D,Decline Crunches,1.0,,15.0,,,,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Seated Dumbbell Press,1.0,17.5,10.0,,,175.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Seated Dumbbell Press,2.0,17.5,7.0,,,122.5,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Cable Lateral Raises,1.0,10.0,6.0,,,60.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Cable Lateral Raises,2.0,10.0,5.0,,,50.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,1-Arm Reverse Pec Deck,1.0,30.0,9.0,,,270.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,1-Arm Reverse Pec Deck,2.0,30.0,6.0,,,180.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,EZ Bar Skull Crushers,1.0,30.0,7.0,,,210.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,EZ Bar Skull Crushers,2.0,30.0,5.0,,,150.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Barbell Bicep Curls,1.0,30.0,10.0,,,300.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Barbell Bicep Curls,2.0,30.0,7.0,,,210.0,f ; (V-Bar)
08-11-25 Sharms.txt,2025-11-08,Sharms,Cable Tricep Pushdowns,1.0,25.0,8.0,,,200.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Cable Tricep Pushdowns,2.0,25.0,7.0,,,175.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Dumbbell Preacher Curls,1.0,,22.0,,,,"f, cluster set"
08-11-25 Sharms.txt,2025-11-08,Sharms,Dumbbell Preacher Curls,2.0,22.5,4.0,,,90.0,"f, can't do cluster set"
08-11-25 Sharms.txt,2025-11-08,Sharms,Barbell Hammer Curls,1.0,30.0,6.0,,,180.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Barbell Hammer Curls,2.0,30.0,5.0,,,150.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Front Wrist Curls,1.0,15.0,10.0,,,150.0,f
08-11-25 Sharms.txt,2025-11-08,Sharms,Front Wrist Curls,2.0,15.0,9.0,,,135.0,f
08_08_25 Upper C.txt,08_08_25,Upper C,Deadlifts,1.0,100.0,6.0,,,600.0,"last 2 mixed grip, ctf"
08_08_25 Upper C.txt,08_08_25,Upper C,Deadlifts,2.0,100.0,4.0,,,400.0,mixed grip and rest pause at last ; (plate weight only)
08_08_25 Upper C.txt,08_08_25,Upper C,Seated Barbell Press,1.0,30.0,8.0,,,240.0,f
08_08_25 Upper C.txt,08_08_25,Upper C,Seated Barbell Press,2.0,30.0,6.0,,,180.0,f
08_08_25 Upper C.txt,08_08_25,Upper C,Lat Pulldown,1.0,50.0,7.0,,,350.0,f
08_08_25 Upper C.txt,08_08_25,Upper C,Lat Pulldown,2.0,,50.0,,,,f
08_08_25 Upper C.txt,08_08_25,Upper C,Dumbbell Lateral Raises,1.0,,10.0,,,,f
08_08_25 Upper C.txt,08_08_25,Upper C,Dumbbell Lateral Raises,2.0,,10.0,,,,f ; (felt little on triceps)
08_08_25 Upper C.txt,08_08_25,Upper C,Reverse Pec Deck,1.0,35.0,12.0,,,420.0,f
08_08_25 Upper C.txt,08_08_25,Upper C,Reverse Pec Deck,2.0,35.0,10.0,,,350.0,f ; (plate weight only)
